State,City,Hospital / Private,Category,Systems of Medicine,Contact Details,Area Pin Code,Email address,Website link,Specializations,Services
Delhi,Delhi,Satyabhama Hospitals Pvt. Ltd.,Private,Allopathic,"126/105, Near Water Tank, Najafgarh Road ,Nangloi, Delhi, Phone-(011) 25942945, 25943107, 25949727, Fax-(011) 25946342, Emergency: 09311116607, 09312252349",110041,satyabhamahospital@gmail.com,http://satyabhamahospital.com/,"Burns Plastics And Truma CareUrology, NephrologyCardiology, Endocrinology And Diabetic ClinicNeurology, PaedsNeonatal & Adult VentilaterBipap, Abg MachineBubble C.PAP For Premature Neonates",Free Ambulance
Delhi,Delhi,The Diagnosis Nursing Home,Private,Allopathic,"A-1/46, Mahavir Enclave,Palam Dabri Road , New Delhi, Phone: (011) 25036385, 25052874",110045,diagnosis1@gmail.com,www.diagnosisnursinghome.com,NA,NA
Delhi,Delhi,Shakuntla Nursing Home & Hospital,Private,Allopathic,"RZ-I-81A, Sagarpur West, (Opp. Delhi Vidyut Board Colony) New Delhi, Phone-( 011) 25383171, 25390976",110046,drdhami@gmail.com,www.shakuntlahospital.com,NA,NA
Delhi,Delhi,Dr. Lakhotia's Eye Hospital,Private,Allopathic,"E - 544, Greater Kailash- II, New Delhi, Phone- (011) 29228828, 29228247",110048,drlakhotia@gmail.com,http://www.drsharadlakhotia.com/,"Cataract Clinic, Glaucoma Clinic, Lasik Counselling Clinic, Computerized Eye Check up, Contact Lens Clinic,Squint Clinic, Retina Clinic",NA
Delhi,Delhi,Mata Gujjri Medical Centre,Private,Allopathic,"Gurudwara Sri Guru Singh SabhaGreater Kailash - I, New Delhi, Phone-(011) 29233690",110048,matagujrimedicalcentre@bol.net.in,http://matagujrimedicalcentre.com/,NA,NA
Delhi,Delhi,Sukhda Hospital,Private,Allopathic,"Shopping Centre, Near R - Block,Greater Kailash - 1,New Delhi, Phone-(011) 43364400",110048,sukhda2006@yahoo.co.in,www.sukhdahospital.com,NA,NA
Delhi,Delhi,Manav Medicare Centre,Private,Allopathic,"E-11, South Extension Part-INew Delhi, Phone-(011) 4615909, 4690655, 4640017, Fax- (011) 4642791",110049,manav1@vsnl.com,http://www.manavmedicare.com/,NA,"Out Patient Services, In-Patient Services, Referral Services, Paediatric and Neonatal care, Treatment of children with kidney problems,Medical services include cardiology, neurology, nephrology, psychiatry, dermatology,Gynaecology and Obstetricsservices include painless delivery, medical and surgical abortions, gynaecological laparoscopic work and high risk deliveries,Ambulance services including critical care transport"
Delhi,Delhi,Dr. Gulati's Dental Clinic,Private,Allopathic,"UU-74B, Vishakha Enclave, Pitam Pura ,New Delhi, Phone - (011) 27342530 Emergency: 09999104331",110034,NA,http://www.dentalcareindia.net/,"General Dentistry, Cosmetic Dentistry, Dental ImplantsGum Reshaping, Oral & Maxillofacial Surgery, Dentures, Braces",NA
Delhi,Delhi,SR Krishna Hospital,Private,Allopathic,"Plot No. 23-24, Jain Park, Main Matiala Road, Opp. Metro Pillar No. 722-723, Near Nawada Metro Station, Uttam Nagar, New Delhi, Phone- (011) 25334707, 25334708, 64118122,09971654009, 09911653700",110059,srkrishnahospital@gmail.com,http://www.srkrishnahospital.com/,NA,NA
Delhi,Delhi,Panchsheel Hospital Private Limited,Private,Allopathic,"C-3/64A, Opp. Gokulpuri Police Station,Wazirabad main road, Yamuna Vihar, Delhi, Phone- (011) 22914817, 32907503, 22919054, 22910943, Fax- (011) 43603773, 22914816",110053,"panchsheelhospital@gmail.com,",http://www.panchsheelhospital.co.in/,NA,NA
Delhi,Delhi,Delhi Institute of Trauma & Orthopaedic,Public,Allopathic,"18,Sham Nath Marg, Civil Lines, Delhi, Phone- (011) 23994404-10",110054,contact@sphdelhi.org,http://ditodelhi.com/,NA,NA
Delhi,Delhi,"Sanjeevan Hospital, Darya Ganj",Private,Allopathic,"24, Ansari Road, Darya Ganj, Delhi, Phone- (011) 45770000, 23259999",110002,sanjeevanhospitals@gmail.com,http://www.sanjeevanhospital.in/,NA,"Cardiology, Critical Care ,DermatologyDiabetes & Lifestyle , ENT TreatmentGastroentology,General Surgery, Internal Medicine , NephrologyNeurosurgery ,Obstetrics & GynaecologyOncology & Oncosurgery ,Operation TheatreOrthopedics, Pediatrics & NeonatologyPlastic Surgery & Burn ,PsychiatryRespiratory & TB Clinic ,Urology & AndrologyAmbulance Services , Dental CareDietary & Nutrition ,PharmacyPhysiotherapy"
Delhi,Delhi,"Sanjeevan Hospital, Pahar Ganj",Private,Allopathic,"8666, Ara Kashan Road, Pahar Ganj, Delhi, Phone- (011) 23617108, 23610615",110055,sanjeevanhospitals@gmail.com,http://www.sanjeevanhospital.in/,NA,"Cardiology, Critical Care ,DermatologyDiabetes & Lifestyle , ENT TreatmentGastroentology,General Surgery, Internal Medicine , NephrologyNeurosurgery ,Obstetrics & GynaecologyOncology & Oncosurgery ,Operation TheatreOrthopedics, Pediatrics & NeonatologyPlastic Surgery & Burn ,PsychiatryRespiratory & TB Clinic ,Urology & AndrologyAmbulance Services , Dental CareDietary & Nutrition ,PharmacyPhysiotherapy"
Delhi,Delhi,"MedFirst, Vasant Vihar",Private,Allopathic,"D 3/14, Vasant Vihar, New Delhi,Phone- (011) 2614 0058, Emergency: 0981001474",110057,entdelhi@gmail.com,http://www.entdelhi.com/,NA,Cochlear Implant SurgeryAudiologyDeafness ManagementSpeech Therapy
Delhi,Delhi,"MedFirst, Dwarka",Private,Allopathic,"206-207, Vardhman Crown Mall, Sector 19, Dwarka, Phone- 9871150804",NA,entdelhi@gmail.com,http://www.entdelhi.com/,NA,"Cochlear Implant SurgeryAudiologyDeafness ManagementSpeech Therapy,Cochlear Implant SurgeryAudiologyDeafness ManagementSpeech Therapy"
Delhi,Delhi,Amar Leela Hospital Pvt. Ltd.,Private,Allopathic,"B-1/6 Janak Puri, Main Najafgarh Road, New Delhi, Phone- (011) 25530838, 25537965-66, Helpline: (011) 45663333Fax- (011) 25530878",110058,"care@amarleela.com,",www.amarleela.com,NA,NA
Delhi,Delhi,"Bhagat Hospital ,Janak Puri",Private,Allopathic,"D-2/48-49, Janak Puri, New Delhi, Phone- (011) 45102030 ,Fax- (011) 28521300",110058,director@bhagathospital.com,http://www.bhagathospital.com/,"Obstetrics and Gynaecology, Surgery, Urology, Radiology, Paediatric , Ophthalmology, Dental Surgery , Skin V.D., Neurology, Infertility ,Pain Management",NA
Delhi,Delhi,"Bhagat Chandra Hospital,Dwarka",Private,Allopathic,"RZ-F 1/1, Mahavir Enclave, Palam Dabri Road, Near Dwarka Airport Flyover, Delhi, Phone- (011) 45254525 , Fax- (011) 45254530",110046,director@bhagathospital.com,http://www.bhagathospital.com/,"Obstetrics & Gynaecology, Surgery, Urology, Radiology, Paediatric , Ophthalmology, Dental Surgery , Skin V.D., Neurology, Infertility ,Pain Management",NA
Delhi,Delhi,"Visitech Eye Centre, Greater Kailash",Private,Allopathic,"R-13, Greater Kailash Part 1,New Delhi, Phone- (011) 41731777, 41731888,9953356800",110048,info@visitech.org,http://www.visitech.org/,NA,"Surgical Services, Diagnostic Services, Therapeutic Services, Optical Range"
Delhi,Delhi,"Visitech Eye Centre, South Extension",Private,Allopathic,"A 10, South Extension Part II,New Delhi, Phone- (011) 26261888, 26262888",110049,reception@visitech.org,http://www.visitech.org/,NA,"Surgical Services, Diagnostic Services, Therapeutic Services, Optical Range"
Delhi,Delhi,"Rotary Eye Care Centre, Tughlakabad",Private,Allopathic,"56-57, Tughlakabad Institutional Area, M. B. Road New Delhi, Phone- (011) 29968562/63",110062,eye@rotaryeyecentre.org,http://rotaryeyecentre.org/,NA,"Cataract Services, Glaucoma ServicesSquint, Cornea ServicesMedical Retina And Uveitis, Paediatric OphthalmologyOculoplasty, Aesthetics And OncologyContact Lenses And Low Vision AidsNeuro-Ophthalmology , Optical OutletPatient Opd procedures"
Delhi,Delhi,Jainak Medical & Orthopaedic Centre,Private,Allopathic,"C1/127, Janakpuri, Delhi, Phone - (011)25620005 , 25541133",110058,NA,http://jainakmedical.com/,NA,NA
Delhi,Delhi,Kakkar Health Care Group,Private,Allopathic,"C2A/236A, Block C 2A, Janakpuri , New Delhi",110058,info@kakarhealthcare.co.in,http://www.kakarhealthcare.co.in/,"Cosmetic Surgery , Plastic Surgery",NA
Delhi,Delhi,Kaushik Ortho Maternity Hospital,Private,Allopathic,"C-2/94 C-1 Rd, Janakpuri, New Delhi?, Phone- (011) 25553697",110058,NA,NA,NA,NA
Delhi,Delhi,Khanna Eye Centre,Private,Allopathic,"E-368, Nirman Vihar, Vikas Marg, Delhi, Phone- (011) 22424344, 22424345",110092,khannaeyecentre@gmail.com,http://www.khannaeyecentre.com/,Eye care,NA
Delhi,Delhi,"Lakhotia Eye Centre & Laser Institute, Greater Kailash",Private,Allopathic,"E - 544, Greater Kailash- II, New Delhi, Phone- (011) 29228828, 2922824709312255311,098102-36265",110048,drlakhotia@gmail.com,http://www.drsharadlakhotia.com/,NA,NA
Delhi,Delhi,Lions Kidney Hospital & Urology Research Institute,Private,Allopathic,"Opp. 'B' Block, New Friends ColonyNew Delhi",110065,NA,http://lionskidneyhospital.org/,NA,NA
Delhi,Delhi,Orchid Hospital,Private,Allopathic,"C-3/91-92, Janak Puri, New Delhi, Phone- (011) 45654565, 66",110058,hari@orchidhospital.com,http://www.orchidhospital.com/,NA,NA
Delhi,Delhi,World Brain Center & Research Institute,Private,Allopathic,"Pankha Road, Opp.Janak Cinema,Near Dabri Crossing, New Delhi-110045, Phone- (011) 25391266, 25393347",110045,wbcandri@gmail.com,http://www.wbcindia.in/,"Psychiatry ,Psychotherapy and CounsellingNeurology ,NeurosurgeryRehabilitation ,Diabetes / Hypertension ( High B.P)Cardiology ,General Laparoscopic SurgeryOrthopadics,PhysiotherapyGynaecology/Obstetrics ,Occupational Therapy",NA
Delhi,Delhi,Aashirwad Nursing Home Heart and Diabetes Center,Private,Allopathic,"A-29/3, Lions Enclave, Marble Chowk , OPP. DDA Park , Vikash Nagar, Uttam Nagar, New Delhi, Phone- (011) 25336545",110059,NA,http://www.aashirwadnursinghome.in/,NA,NA
Delhi,Delhi,Mahesh Hospital,Private,Allopathic,"Patpar Ganj Society Complex, Near Engineer Estate (Petrol Pump), D-437, West Vinod Nagar, IP Extension, New Delhi, Phone-(011) 22471145, 22471525, 099906 87999",110092,drmahesh159@yahoo.com,www.maheshhospital.co.in,NA,"General and Laparoscopic surgery, Orthopedic Surgery , Obstetrics and Gynaecology , Ophthalmology (Eye) , Pediatrics, Psychiatrist, Dental ,Pathology and Radiology"
Delhi,Delhi,Shri Krishna Life Line Hospitals,Private,Allopathic,"H-10, chchatriwala Park, near corporation office, Navin Shahdara, Delhi, Phone- (120) 2325777",110032,admin@shrikrishnalifeline.org,http://www.shrikrishnalifeline.org/,NA,"Diagnostic Pathology Laboratory, Diagnostic Imaging LaboratoryPediatrics, Maternity Care, Ophthalmology/Prakash Netralaya, Orthaepedics,Physiotherapy ,Obstetrics ,Gynaecology, Dental Clinic"
Delhi,Delhi,Dr. Abha Majumdar,Private,Allopathic,"Genesis, F-431, New Rajinder Nagar, New Delhi, Phone - (011) 28742454, 28745692, 45011438",110060,abhamajumdar@hotmail.com,http://www.drabhamajumdar.com/,NA,In-Vitro FertilizationAdolescent Menstrual ProblemsEndoscopic Corrective SurgeriesIntra- Uterine Insemination (IUI)
Delhi,Delhi,Mohan Eye Institute,Private,Allopathic,"11/B,Ganga Ram Hospital Marg,New Delhi, Phone-(011) 25787655, 25852048, 25781357, 25728969, 45666222",110060,mei11b@yahoo.com,http://www.mohaneyeinstitute.org/,NA,NA
Delhi,Delhi,"Dr. Nanda's Eye Care Centre, Dwarka",Private,Allopathic,"A-200, Sector–8 Dwarka, New Delhi, Phone- (011) 25360909, 9811339950, 9811079895",110075,rohitnanda@yahoo.com,www.drnandaseyecare.com,"Phacoemulsification , Customized Wave-front LASIK laser for removing glasses, Vitreo-Retina Surgeries, Glaucoma Surgeries, Squint and oculoplasty Surgeries, Corneal Transplant Surgeries.",NA
Delhi,Delhi,"Dr. Nanda's Eye Care Centre, Najafgarh",Private,Allopathic,"House No.-52, Shiv Puri, Part 2Main Goela Dairy Road, Village Deendarpur Najafgarh, New Delhi",110043,rohitnanda@yahoo.com,www.drnandaseyecare.com,"Phacoemulsification , Customized Wave-front LASIK laser for removing glasses, Vitreo-Retina Surgeries, Glaucoma Surgeries, Squint and oculoplasty Surgeries, Corneal Transplant Surgeries.",NA
Delhi,Delhi,Dr. Nanda's Eye Care Centre,Private,Allopathic,"Parag Eye Tech Centre11/1 Yusuf Sarai Market Aurbindo Marg, New Delhi",110016,rohitnanda@yahoo.com,www.drnandaseyecare.com,"Phacoemulsification , Customized Wave-front LASIK laser for removing glasses, Vitreo-Retina Surgeries, Glaucoma Surgeries, Squint and oculoplasty Surgeries, Corneal Transplant Surgeries.",NA
Delhi,Delhi,Sunder Lal Memorial Hospital,Private,Allopathic,"C-201,Jawahar Park, Devli Road, Khanpur, Delhi, Phone- (011) 29915642, 65028479",110062,dranilvij@slmhospital.com,http://www.slmhospital.com/,Internal MedicineCardiologyPediatrics & NeonatologyGeneral & Laparoscopic SurgeryBariatric SurgeryGI EndoscopyObstetrics& GynaecologyInfertility and IVFAnaesthesiologyOrthopedicsUrologyPlastic SurgeryDermatologyOphthalmologyENT,NA
Delhi,Delhi,Chetna Neuropsychiatry Centre,Private,Allopathic,"B-2 Block, House No. -248, Paschim Vihar, New Delhi,Helpline: 09810911188",110063,harishmatai@gmail.com,http://chetnaneuro.com/,"O.P.D. services, Psycho diagnostics services,E.C.T., Counselling, Behaviour and Group therapy, Child guidance services, Drug de-addiction services ,Digital EEG, Brain mapping, Sleep studies, Biofeed back therapy, Relaxation and Meditation therapy.",NA
Delhi,Delhi,Chinmaya Vision,Private,Allopathic,"28, Bhera Enclave, Outer Ring RoadPaschim Vihar, New Delhi, Phone- (011) 25282864,25274842",110087,chinmaya.vision@gmail.com,www.chinmayavision.net,MICS Phaco Cataract SurgeryLasik Laser Surgery Ocular ProsthesisGlaucoma Treatment,NA
Delhi,Delhi,Deep Chand Dialysis and Kidney Clinic,Private,Allopathic,"B-22 New Multan Nagar,New Delhi, Phone- (011) 45581006",110056,NA,http://www.dcdc.co.in/,NA,NA
Delhi,Delhi,"Centre for Chest Diseases, Allergy and Sleep Disorders",Private,Allopathic,"B-3/17 Paschim Vihar, New Delhi, Phone- (011) 42345170,65464751Fax- (011) 25269552",110063,contact@centreforsleep.org,http://www.centreforsleep.org/,NA,"Asthma and COPD, Pulmonary Function Laboratory, Allergy Testing and Diagnosis"
Delhi,Delhi,Gupta Ultrasound & Heart Care Centre,Private,Allopathic,"A-4/22 Paschim Vihar, New Delhi, Phone - (011) 45452222, 25272121, 25277171",110063,NA,http://www.guptaheartcare.com/,NA,General MedicineCardiologyNon invasive cardiology Intensive CareRespiratory DiseasesDiabetology
Delhi,Delhi,Madaan Dental Care Centre,Private,Allopathic,"K-35 B, Lajpat Nagar - II,New Delhi, Phone- (011) 29835771, 46579698, 09818224469, 09818331692.",110024,NA,http://www.madandentalcare.com/,NA,"Teeth Whitening ,Replacement by Fixed TeethSmile designing ,Bone Grafting , R.C.T ,Kids Dentistry, Digital Technology, Dental tourism , Impacted Teeth Removal, Tooth Jewellery (Skyce), Patient Education , Braces, Gum Treatment & Surgeries ,Laser, Mobile Teeth Solution"
Delhi,Delhi,Sehgal Dental Clinic,Private,Allopathic,"JG III, 253-B, 1st Floor,VikasPuri, Opp. H-3 Block Lal Market, New Delhi, Phone- 09811684814Emergency :09560376768",110018,drsumit_sehgal@yahoo.com,http://www.sehgaldentalclinic.com/,"Root Canal TreatmentOrthodontic Treatment (Braces)Dental implantsDental Crown & BridgeComposite FillingsPorcelain VeneersTeeth Whitening, BleachingBonding ,Computerized RVG X-Rays ,Cosmetic DentistryTeeth Whitening",NA
Delhi,Delhi,Amit Nursing Home and Surgical Center,Private,Allopathic,"A-3 Manak Vihar Ext.Opp Block 2 Subhash Nagar, Near Pacific Mall ,Tihar,New Delhi, ,Phone- (011) 2812214928126894 ,Fax- (011) 25122716",110018,contact@amitnursinghome.com,http://www.amitnursinghome.com/,NA,NA
Delhi,Delhi,Paras Spring Meadows Hospital,Private,"General, Ayush/Ayurveda","F - 44, East of Kailash, New Delhi, Phone-(011) 40411111,09650 505 512",110065,NA,http://www.parashospitals.com/,"AnesthesiologyAyurveda MedicineCardiac SciencesDental SurgeryDermatology, Dietetics And Nutrition , EndocrinologyENT ,GastroenterologyGeriatrics ,Gynaecologyhaematology ,Head And Neck Oncosurgery , Internal MedicineLaparoscopic, Gastrointestinal And Bariatric SurgeryMother And ChildNeuro SciencesNeuro, Vascular And Non Vascular Interventional Radiology ,ObstetricsOphthalmology ,Orthopedics And Joint ReplacementPhysiotherapy And RehabilitationPlastic And Reconstructive SurgeryPreventive Health Check-upsPsychiatry And PsychologyPulmonary And Critical CareRadiology Renal Sciences And Urology ,RheumatologySpine Surgery ,Vascular & Endovascular Surgery",NA
Delhi,Delhi,"Sunrise Clinic, Greater Kailash",Private,Allopathic,"R-27, Greater Kailash-1 , New Delhi, Phone- (011) 46565481-84Fax- (011) 46565481",110048,NA,http://www.sunrisehospitals.in/,NA,24 hour lab on questPharmacyDept. of radiologyX-ray (digital x-ray)BMPMammographyLevel2 nurserySpecial labor deliveryFully modular OT24 hour emergency OT
Delhi,Delhi,"Sunrise Healthcare, Kalindi Colony",Private,Allopathic,"F-1, Kalindi Colony, New Delhi, Phone- (011) 48820000 (10 Lines),09810157410",110065,NA,http://www.sunrisehospitals.in/,NA,24 hour lab on questPharmacyDept. of radiologyX-ray (digital x-ray)BMPMammographyLevel2 nurserySpecial labor deliveryFully modular OT24 hour emergency OT
Delhi,Delhi,Fortis C-DOC,Private,Allopathic,"B-16, Chirag Enclave,, Opposite Nehru Place, New Delhi, Phone-(011) 49101222",NA,NA,http://www.fortishealthcare.com/,NA,NA
Delhi,Delhi,Fortis Hospital,Private,Allopathic,"A Block, Shalimar Bagh, New Delhi, Phone- (011) 4530 2222Emergency: (011) 47884788, 08800222906, Appointments: (011) 45302200",110088,NA,http://www.fortishealthcare.com/,NA,NA
Delhi,Delhi,"Centre For Sight, Dwarka",Private,Allopathic,"Sector 12A/20, Opp. Bal Bharti Public School, Dwarka, Phone- (011) 41524500/01/05,08527895888",110075,NA,http://www.centreforsight.net/,"Eye bank, Surgery",NA
Delhi,Delhi,Lamba Hospital & Nursing Home,Private,Allopathic,"B-1/453, Janakpuri, Near DESU Office B-Block, New Delhi, Phone- (011) 65458020, 25524849, 9811043350,9210828440, Fax- (011) 41579453",110058,NA,http://lambahospital.com/,NA,NA
Delhi,Delhi,Lamba Clinic,Private,Allopathic,"27/7, Ashok Nagar, Behind P.S. Tilak Nagar, New Delhi, Phone- (011) 25132121,09212304840",110018,NA,http://lambahospital.com/,NA,NA
Delhi,Delhi,Lifeline Hospital,Private,Allopathic,"42, Sector-12B, Dwarka, New Delhi, Phone - (011) 28031100, 28034400, 47324100,Helpline: (011) 28031100",110075,lifelinehospital15@yahoo.in,http://lifelinehospitaldwarka.com/,NA,NA
Delhi,Delhi,Dr. A.K. Gupta,Private,Allopathic,"C 1/15, Rana Pratap Bagh, Delhi, Phone-09811045255",110007,guptanift@gmail.com,http://drakgupta.in/,NA,NA
Delhi,Delhi,Rescue Hospital India Pvt.,Private,Allopathic,"Ltd S-5, Vishwas Park, BehindSector-3, Petrol Pump, Near DPS School, Dwarka, New Delhi, Phone- (011) 25333311, 25335555, Helpline: 09711960667",110059,rescuehospital@gmail.com,http://www.rescuehospital.in/,NA,NA
Delhi,Delhi,Anand’s Ent Hospital,Private,Allopathic,"Vikas Chamber, D-Block Central Market, Prashant Vihar, Outer Ring Road, Delhi, Phone- (011) 27562300, 27568400",NA,NA,http://www.drmaheshanand.com/,NA,Timings : 11AM to 1PM 5:30PM to 7:30PM
Delhi,Delhi,Jaipur Golden Hospital,Private,Allopathic,"2, Institutional Area, Sector-III, Rohini, New Delhi , Phone- (011) 27907000-20, Toll free: (011) 47600555,Fax- (011) 27518121, 27522773, Ambulance: (011) 27514510",110085,jgh@jghdelhi.net,http://www.jghdelhi.com/,"Anaesthesiology, Cardio Thoracic Surgery, Dental, Endocrine and Thyroid Surgery, ENT and Speech Therapy, Gastro-Intestinal Surgery, General and Minimal Access Surgery, Neuro Surgery, Obstetricsand Gynaecology, Ophthalmology, Orthopedics, Pediatric Surgery, Plastic Surgery and Cosmetic Surgery, Spine Surgery , (Golden Spine Clinic), Urology, Accident and Emergency, Accupressure Acupuncture , (Laser) Cardiology, Child Development and Guidance, Critical care, Dermatology, Gastroenterology , and Hepatology Medical Oncology Medicine Nephrology Neurology Pediatrics and Neonatology Physiotherapy and Rehabilitation Sciences Psychiatry Psychotherapy and counselling Respiratory Medicine","Clinical Pathology, Microbiology ,Blood Bank, Emergency and Trauma Blood Bank Pharmacy Ambulance Dialysis Imaging Services"
Delhi,Delhi,Ishan Hospital,Private,Allopathic,"Plot No.1, Pocket 8B, Sector - 19, Rohini, Delhi, Phone- (011) 27892798 / 27892799, Fax- (011) 27892799",110085,ishanhospital2012@yahoo.in,http://www.ishanhospital.com/,"Medicine, Gynae, Pediatrics , Surgery , Orthopedic ,Eye, E. N. T., Skin ,Physiotherapy",NA
Delhi,Delhi,Balaji Multispeciality Dental Centre,Private,Allopathic,"Shop No. 47, B-2 Market, Opposite Main GurudwaraPaschim Vihar, New Delhi, Phone- (011) 25273744, 25276830, 09311211404",110063,NA,http://dentistdelhi.in/,NA,Dental ImplantsCosmetic Dental Procedure/Smile Makeover/Smile DesignGum TreatmentMobile Teeth Stabilization/SplintingConscious Sedation/Fear Management/ Dental AnxietyFull Mouth RehabilitationTMJ/TMD/NTIRoot Canal TreatmentOrthodontic TreatmentTooth Coloured FillingsChild Oral CareCrown and BridgesOrthognathic surgeriesCleft Lip & Cleft palate
